Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
4595,0.0459,0.2040,0.0019,0.0002,0.0002,0.0017,0.0000,0.0001,0.0000,0.0000
4596,0.0688,0.0147,0.0016,0.1153,0.0322,0.0010,0.0257,0.0009,0.0001,0.0008
4597,0.0003,0.9540,0.0003,0.0000,0.0000,0.0000,0.0003,0.0000,0.0001,0.0000
4598,0.0006,0.9746,0.0019,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
4599,0.0000,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4600,0.0242,0.3324,0.1565,0.0002,0.0005,0.0028,0.0001,0.0004,0.0000,0.0000
4601,0.0051,0.9410,0.0003,0.0000,0.0000,0.0000,0.0114,0.0000,0.0000,0.0000
4602,0.1758,0.0000,0.0000,0.0000,0.0000,0.0810,0.0000,0.0000,0.0000,0.0000
4603,0.0000,0.0000,0.0000,0.0014,0.0000,0.6384,0.0000,0.0000,0.0000,0.0000
4604,0.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4605,0.0000,0.0006,0.0000,0.0426,0.0007,0.0127,0.0000,0.0001,0.0000,0.0000
4606,0.0073,0.9954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4607,0.6088,0.0052,0.0001,0.0103,0.0048,0.0025,0.0017,0.0018,0.0001,0.0022
4608,0.9968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4609,0.9356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4610,0.0009,0.8151,0.1092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4611,0.8721,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
4612,0.7034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000
4613,0.0001,0.0000,0.0001,0.0007,0.0000,0.0005,0.0001,0.1306,0.0001,0.1723
4614,0.9909,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4615,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4616,0.9856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4617,0.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4618,0.0201,0.0013,0.0000,0.7731,0.0003,0.0216,0.0005,0.0000,0.0000,0.0000
4619,0.9995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4620,0.0000,0.5741,0.1911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4621,0.9897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4622,0.0000,0.0001,0.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4623,0.0069,0.0000,0.0000,0.0011,0.0000,0.0000,0.0027,0.1403,0.0000,0.0068
4624,0.7169,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000
4625,0.0432,0.1687,0.3740,0.0020,0.0013,0.0163,0.0040,0.0037,0.0057,0.0003
4626,0.2959,0.0139,0.0000,0.0007,0.0005,0.0000,0.2143,0.0009,0.0000,0.0013
4627,0.9806,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4628,0.0050,0.0245,0.0032,0.2457,0.0042,0.0063,0.0130,0.0060,0.0059,0.0849
4629,0.9845,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4630,1.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4631,0.5241,0.0005,0.0002,0.0000,0.0032,0.0002,0.0007,0.0389,0.0001,0.0059
4632,0.1020,0.0000,0.0938,0.0000,0.0001,0.0000,0.0003,0.0002,0.0016,0.0004
4633,0.0082,0.0006,0.0052,0.0003,0.0003,0.7616,0.0000,0.0000,0.0003,0.0000
4634,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4635,0.0044,0.0030,0.1333,0.0001,0.0018,0.0990,0.0006,0.0004,0.0001,0.0000
4636,0.1024,0.0001,0.0000,0.0000,0.0038,0.0006,0.0009,0.0381,0.0003,0.0002
4637,0.0000,0.0000,0.0000,0.0000,0.9200,0.0000,0.0007,0.0000,0.0000,0.0001
4638,0.0006,0.9574,0.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4639,0.9989,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4640,0.0000,0.0381,0.4873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4641,0.0068,0.0003,0.0002,0.0005,0.0008,0.0021,0.0001,0.1824,0.0005,0.0284
4642,0.8068,0.0030,0.0000,0.0000,0.0002,0.0000,0.0051,0.0000,0.0000,0.0000
4643,0.0331,0.0001,0.0220,0.0028,0.0002,0.0007,0.0201,0.0002,0.0016,0.0121
4644,0.0013,0.0001,0.0003,0.0006,0.0006,0.0031,0.0020,0.2965,0.0004,0.0241
4645,0.9990,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4646,0.9914,0.1673,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4647,0.9214,0.0001,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000
4648,0.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4649,0.5169,0.0008,0.0000,0.0000,0.0322,0.0000,0.0000,0.0000,0.0000,0.0000
4650,0.0001,0.0000,0.0000,0.0000,0.0009,0.0001,0.1445,0.0196,0.0075,0.0000
4651,0.0021,0.0002,0.0000,0.5825,0.0003,0.0001,0.0002,0.0000,0.0000,0.0000
4652,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4653,0.4155,0.0172,0.0001,0.0070,0.0006,0.0012,0.0548,0.0066,0.0000,0.0004
4654,0.9230,0.0001,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4655,0.0180,0.0049,0.0000,0.1344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011
4656,0.0002,0.0017,0.0003,0.0000,0.0001,0.0000,0.0778,0.0002,0.0440,0.0001
4657,0.0000,0.0001,0.0044,0.0000,0.0000,0.0022,0.0010,0.0000,0.4703,0.0000
4658,0.9984,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4659,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4660,0.5058,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4661,0.0000,0.0460,0.0002,0.0026,0.0009,0.0000,0.0003,0.0000,0.0000,0.0001
4662,0.0006,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4663,0.0000,0.0001,0.0000,0.0000,0.1110,0.0002,0.0001,0.0000,0.1182,0.0000
4664,0.0212,0.0268,0.0186,0.0117,0.0066,0.3297,0.0067,0.0446,0.0123,0.0072
4665,0.9154,0.0049,0.0000,0.0000,0.0001,0.0000,0.0002,0.0000,0.0000,0.0000
4666,0.9249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4667,0.0016,0.0001,0.0000,0.0000,0.0233,0.0000,0.6779,0.0000,0.0000,0.0001
4668,0.9988,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4669,0.0202,0.0307,0.0042,0.1847,0.0003,0.0267,0.0001,0.0006,0.0000,0.0001
4670,0.1991,0.0133,0.0202,0.0000,0.0000,0.0000,0.0002,0.0003,0.0001,0.0011
4671,0.9539,0.0075,0.0001,0.0001,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000
4672,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4673,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000,0.0001,0.0014,0.0000,0.5443
4674,0.8545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000
4675,0.9940,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4676,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4677,0.1664,0.0000,0.0000,0.0000,0.0009,0.0025,0.0000,0.0012,0.0000,0.0000
4678,0.0002,0.0002,0.0000,0.0038,0.0000,0.4587,0.0000,0.0000,0.0000,0.0000
4679,0.0009,0.0113,0.0641,0.0001,0.0000,0.0027,0.0002,0.0000,0.0004,0.0000
4680,0.5704,0.0012,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000
4681,0.0001,0.1678,0.1227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4682,0.0349,0.0934,0.0144,0.0296,0.0283,0.2589,0.0416,0.0110,0.0951,0.0145
4683,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4684,0.8485,0.0002,0.0019,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000
4685,0.9877,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4686,0.0124,0.9474,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4687,0.9995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4688,0.5257,0.0333,0.0001,0.0249,0.0005,0.0002,0.0149,0.0001,0.0000,0.0000
4689,0.4426,0.0061,0.0012,0.0006,0.0289,0.0005,0.0040,0.3791,0.0002,0.0010
4690,0.5608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4691,0.0000,0.0001,0.0049,0.0000,0.0002,0.0032,0.0029,0.0000,0.8393,0.0000
4692,0.0008,0.0105,0.0289,0.0082,0.0003,0.1100,0.0004,0.0003,0.0104,0.0007
4693,0.0056,0.9682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4694,0.0011,0.0000,0.9970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4695,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4696,0.9858,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4697,0.1650,0.0025,0.0001,0.0012,0.0002,0.0071,0.0001,0.0001,0.0000,0.0000
4698,0.7026,0.0028,0.0000,0.0004,0.0002,0.0000,0.0002,0.0000,0.0000,0.0001
4699,0.0007,0.0051,0.0013,0.0003,0.0000,0.1367,0.0000,0.0000,0.0000,0.0000
4700,0.0024,0.0000,0.0000,0.0000,0.0000,0.9387,0.0000,0.0000,0.0000,0.0000
4701,0.2517,0.0024,0.0240,0.0001,0.0001,0.0202,0.0000,0.0006,0.0002,0.0001
4702,0.9994,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4703,0.0008,0.0005,0.0001,0.0002,0.0501,0.1243,0.0001,0.0000,0.0002,0.0005
4704,0.9372,0.0092,0.0000,0.0002,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000
4705,0.8484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4706,0.9318,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4707,0.9065,0.7730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4708,0.0000,0.9785,0.0022,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4709,0.0194,0.0006,0.0000,0.0000,0.0001,0.0145,0.0002,0.1767,0.0000,0.0000
4710,0.0027,0.3615,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
4711,0.9783,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4712,0.0000,0.0001,0.0000,0.9491,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
4713,0.0001,0.0000,0.0000,0.0037,0.2281,0.0000,0.0089,0.0000,0.0000,0.0000
4714,0.9751,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4715,0.9952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4716,0.6482,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0010,0.0000,0.0000
4717,0.9986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4718,0.0608,0.0018,0.0001,0.0080,0.0000,0.0463,0.0000,0.0001,0.0000,0.0002
4719,0.6826,0.0055,0.0000,0.0002,0.0030,0.0002,0.0005,0.0002,0.0000,0.0000
4720,0.9982,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4721,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4722,0.9899,0.0002,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4723,0.5490,0.0030,0.0002,0.0000,0.0000,0.0000,0.0002,0.0013,0.0000,0.0002
4724,0.5341,0.0103,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0010,0.0002
4725,0.0006,0.0001,0.0000,0.2303,0.0001,0.0968,0.0000,0.0020,0.0001,0.0037
4726,0.1686,0.0000,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
4727,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4728,0.0028,0.9968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4729,0.8603,0.0249,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000
4730,0.3546,0.0000,0.0000,0.0000,0.0036,0.0001,0.0000,0.0284,0.0000,0.0011
4731,0.1453,0.0409,0.0000,0.0000,0.0003,0.0000,0.1771,0.0000,0.0000,0.0000
4732,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4733,0.3694,0.0041,0.0000,0.0088,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000
4734,0.9877,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4735,0.9688,0.0028,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
4736,0.3100,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0112,0.0000,0.0000
4737,0.9459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4738,0.5679,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0009,0.0000,0.0000
4739,0.0063,0.0460,0.0956,0.0055,0.0345,0.0213,0.0082,0.0025,0.1256,0.0041
4740,0.7152,0.0005,0.0000,0.0004,0.0001,0.0040,0.0000,0.0003,0.0000,0.0000
4741,0.0001,0.0004,0.0000,0.6390,0.0005,0.0002,0.0031,0.0000,0.0000,0.0001
4742,0.3661,0.0001,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000
4743,0.3190,0.0095,0.0001,0.0320,0.0118,0.0017,0.0136,0.0043,0.0000,0.0014
4744,0.1694,0.0047,0.0011,0.0364,0.0102,0.0197,0.0033,0.0057,0.0116,0.0768
4745,0.4820,0.0029,0.0029,0.0006,0.0027,0.0029,0.0137,0.0014,0.0071,0.0008
4746,0.9365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4747,0.7976,0.0285,0.0000,0.0000,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000
4748,0.8002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000
4749,0.9993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4750,0.9904,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4751,0.0146,0.0001,0.0000,0.0000,0.0124,0.0012,0.0003,0.5579,0.0000,0.0028
4752,0.0177,0.0000,0.0000,0.0000,0.0000,0.7198,0.0000,0.0000,0.0000,0.0000
4753,0.9336,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4754,0.0018,0.9466,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4755,0.0776,0.0002,0.0000,0.0000,0.0392,0.0000,0.0008,0.0000,0.0000,0.0000
4756,0.9874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4757,0.0002,0.0000,0.0003,0.0000,0.0001,0.1493,0.0000,0.0000,0.0001,0.0023
4758,0.8388,0.0042,0.0006,0.0034,0.0000,0.0000,0.0001,0.0021,0.0000,0.0002
4759,0.0072,0.4189,0.0008,0.0092,0.0001,0.0035,0.0007,0.0003,0.0001,0.0000
4760,0.5780,0.0000,0.0000,0.0002,0.0001,0.0018,0.0000,0.0001,0.0000,0.0000
4761,0.1257,0.0274,0.0058,0.0512,0.0088,0.0108,0.0056,0.0075,0.0011,0.1230
4762,0.9916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4763,0.0003,0.0003,0.0004,0.0239,0.0028,0.0043,0.0001,0.0000,0.0006,0.0070
4764,0.0002,0.0001,0.3436,0.0000,0.0003,0.0001,0.0080,0.0000,0.0014,0.0000
4765,0.0634,0.0153,0.0050,0.0028,0.0001,0.0091,0.0010,0.0026,0.0001,0.0009
4766,0.9963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4767,0.1002,0.0000,0.0000,0.0003,0.0000,0.4113,0.0000,0.0002,0.0000,0.0000
4768,0.0206,0.9286,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4769,0.9720,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
4770,0.9623,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
4771,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4772,0.0090,0.0001,0.0000,0.0001,0.0119,0.0049,0.0000,0.0004,0.0000,0.0000
4773,0.7781,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0003,0.0000,0.0000
4774,0.0009,0.0054,0.0002,0.8697,0.0001,0.0087,0.0003,0.0000,0.0000,0.0001
4775,0.9999,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4776,0.0013,0.0143,0.0002,0.8228,0.0001,0.0052,0.0003,0.0000,0.0000,0.0004
4777,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8472,0.0000,0.0000
4778,0.9916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4779,0.0854,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4780,0.6342,0.3741,0.0002,0.0002,0.0008,0.0001,0.0005,0.0000,0.0003,0.0001
4781,0.0099,0.0021,0.0000,0.0059,0.1161,0.0000,0.0393,0.0000,0.0000,0.0000
4782,0.9973,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4783,0.8238,0.0858,0.0001,0.0002,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
4784,0.9928,0.0011,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000
4785,0.0000,0.0001,0.8837,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000
4786,0.9936,0.0138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4787,0.5894,0.0024,0.0000,0.0001,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000
4788,0.1440,0.0514,0.3993,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0001
4789,0.9993,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4790,0.9380,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4791,0.0064,0.0072,0.0006,0.0049,0.0104,0.0002,0.3762,0.0006,0.0001,0.0299
4792,0.0568,0.0000,0.0000,0.0000,0.0001,0.0063,0.0006,0.0207,0.0000,0.0015
4793,0.7792,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4794,0.6568,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013
4795,0.0000,0.0002,0.0000,0.8848,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000
4796,0.8682,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4797,0.0041,0.8590,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4798,0.0238,0.0360,0.0343,0.0014,0.0000,0.0024,0.0001,0.0001,0.0000,0.0000
4799,0.0000,0.0001,0.0007,0.0000,0.0049,0.0007,0.0287,0.0003,0.0324,0.0000
4800,0.0323,0.0719,0.0857,0.0000,0.0057,0.0000,0.0007,0.0000,0.0000,0.0000
4801,0.4582,0.0000,0.0000,0.0000,0.0106,0.0001,0.0000,0.0002,0.0000,0.0000
4802,0.9784,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4803,0.9998,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4804,0.5050,0.0000,0.0000,0.0000,0.0523,0.0000,0.0012,0.0007,0.0000,0.0001
4805,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9946,0.0000,0.0001
4806,0.0204,0.0103,0.0000,0.0610,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000
4807,0.8673,0.0504,0.0002,0.0020,0.0004,0.0017,0.0000,0.0012,0.0001,0.0001
4808,0.9263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4809,0.0002,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4810,0.7472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4811,0.9895,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
4812,0.0880,0.0014,0.0001,0.0004,0.0001,0.0133,0.0004,0.0001,0.0002,0.0046
4813,0.9992,0.0002,0.0000,0.0000,0.0000,0.0000,0.0073,0.0000,0.0000,0.0000
4814,0.9901,0.0023,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4815,0.0012,0.0060,0.0013,0.0247,0.0000,0.0121,0.0018,0.0000,0.0009,0.0000
4816,0.7429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4817,0.0006,0.0834,0.0001,0.3918,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000
4818,0.8440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4819,0.0016,0.0119,0.0115,0.0002,0.5280,0.0000,0.0037,0.0000,0.0003,0.0002
4820,0.9332,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4821,0.0001,0.0000,0.0000,0.0000,0.0000,0.0142,0.0000,0.1825,0.0000,0.0195
4822,0.0000,0.0000,0.9377,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000
4823,0.4411,0.0000,0.0004,0.0000,0.0089,0.0000,0.0005,0.0000,0.0013,0.0005
4824,0.0868,0.0029,0.0104,0.0013,0.0022,0.0089,0.0197,0.0004,0.0191,0.0054
4825,0.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4826,0.8683,0.0312,0.0001,0.0035,0.0033,0.0000,0.0031,0.0000,0.0000,0.0000
4827,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4828,0.4286,0.0843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4829,0.9986,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4830,0.7351,0.0208,0.0001,0.0018,0.0014,0.0002,0.0006,0.0005,0.0002,0.0003
4831,0.0761,0.0000,0.0000,0.0000,0.1675,0.0000,0.0000,0.0563,0.0000,0.0000
4832,0.8105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000
4833,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9726,0.0000,0.0000
4834,0.9988,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4835,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4836,0.0000,0.0000,0.0000,0.2518,0.0000,0.0015,0.0000,0.0001,0.0000,0.0005
4837,0.4161,0.0285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4838,0.0000,0.0001,0.0217,0.0000,0.0000,0.0376,0.0000,0.0000,0.0000,0.0000
4839,0.6276,0.1935,0.0012,0.0026,0.0071,0.0003,0.0043,0.0001,0.0006,0.0002
4840,0.9997,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4841,0.0057,0.0157,0.0006,0.3293,0.0490,0.0025,0.0009,0.0000,0.0001,0.0002
4842,0.7606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4843,0.0001,0.0574,0.0003,0.0013,0.0000,0.0001,0.0006,0.0000,0.1388,0.0031
4844,0.9865,0.0012,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
4845,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9917,0.0000,0.0000
4846,0.0535,0.9899,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4847,0.0228,0.9917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4848,0.9938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4849,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4850,0.9887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4851,0.8410,0.0003,0.0000,0.0000,0.0003,0.0000,0.0002,0.0000,0.0000,0.0000
4852,0.6671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000
4853,0.0181,0.0004,0.5916,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4854,0.0388,0.0001,0.0000,0.0001,0.0000,0.0000,0.0218,0.0001,0.0000,0.9474
4855,0.9550,0.0017,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
4856,0.3953,0.0295,0.0003,0.0620,0.0037,0.0237,0.0017,0.0002,0.0013,0.0006
4857,0.9919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
